,Epoch,Scramble Depth,Time,isSolved,Move Count,Nodes Generated,Search Iterations
63,600,64,16.780763387680054,False,,165466,801
64,600,65,16.800078868865967,False,,165099,801
65,600,66,16.918614149093628,False,,166595,801
66,600,67,0.6315762996673584,True,11,7792,42
67,600,68,16.771042823791504,False,,166005,801
68,600,69,17.095274686813354,False,,163922,801
69,600,70,17.082913398742676,False,,164746,801
70,600,71,17.185981035232544,False,,169903,801
71,600,72,16.89869260787964,False,,167859,801
72,600,73,0.10867142677307129,True,9,1472,11
73,600,74,16.969098806381226,False,,166289,801
74,600,75,17.134191513061523,False,,173557,801
75,600,76,16.817792177200317,False,,162653,801
76,600,77,17.098938941955566,False,,167263,801
77,600,78,16.681474685668945,False,,168208,801
78,600,79,17.072580575942993,False,,163665,801
79,600,80,16.977415084838867,False,,167578,801
80,600,81,16.89519476890564,False,,163334,801
81,600,82,16.98323130607605,False,,167691,801
82,600,83,17.13104820251465,False,,168656,801
0,700,1,0.004921674728393555,True,1,13,3
1,700,2,0.0023186206817626953,True,0,3,2
2,700,3,0.018503904342651367,True,3,215,5
3,700,4,0.0023980140686035156,True,0,3,2
4,700,5,0.005156278610229492,True,1,13,3
5,700,6,0.03329801559448242,True,4,445,6
6,700,7,0.018564701080322266,True,3,215,5
7,700,8,0.033281564712524414,True,4,442,6
8,700,9,0.018590211868286133,True,3,215,5
9,700,10,0.028523683547973633,True,4,350,6
10,700,11,0.01848435401916504,True,3,215,5
11,700,12,0.08209562301635742,True,8,1103,10
12,700,13,0.018631696701049805,True,3,215,5
13,700,14,0.02833843231201172,True,4,347,6
14,700,15,0.03785252571105957,True,5,481,7
15,700,16,0.05232048034667969,True,6,676,8
16,700,17,0.014784574508666992,True,3,135,5
17,700,18,0.05970001220703125,True,6,800,8
18,700,19,0.014712095260620117,True,3,135,5
19,700,20,2.948572874069214,True,10,33282,166
20,700,21,0.3027341365814209,True,11,3896,23
21,700,22,0.008215904235839844,True,2,42,4
22,700,23,0.03876614570617676,True,5,495,7
23,700,24,16.99042582511902,False,,165244,801
24,700,25,17.06272006034851,False,,166660,801
25,700,26,0.03382301330566406,True,4,443,6
26,700,27,0.1843876838684082,True,11,2416,16
27,700,28,0.08818840980529785,True,8,1177,10
28,700,29,0.25105881690979004,True,11,3246,20
29,700,30,16.719473123550415,False,,165005,801
30,700,31,16.923433780670166,False,,166549,801
31,700,32,3.733776092529297,True,12,41406,203
32,700,33,16.91199803352356,False,,165468,801
33,700,34,16.774630069732666,False,,167437,801
34,700,35,0.14969134330749512,True,11,1977,14
35,700,36,0.08900332450866699,True,8,1189,10
36,700,37,16.990680694580078,False,,166047,801
37,700,38,16.93063735961914,False,,166673,801
38,700,39,0.14120984077453613,True,11,1870,13
39,700,40,0.023629188537597656,True,4,271,6
40,700,41,16.750978231430054,False,,166051,801
41,700,42,2.8148045539855957,True,12,31702,156
42,700,43,16.913774251937866,False,,169252,801
43,700,44,16.923869848251343,False,,168555,801
44,700,45,16.530216693878174,False,,165864,801
45,700,46,16.80582571029663,False,,164501,801
46,700,47,16.73344612121582,False,,165793,801
47,700,48,16.68725275993347,False,,166465,801
48,700,49,16.692025661468506,False,,167845,801
49,700,50,16.70040535926819,False,,165135,801
50,700,51,0.10298871994018555,True,9,1387,11
51,700,52,16.902225017547607,False,,164843,801
52,700,53,16.479658126831055,False,,161362,801
53,700,54,16.705331802368164,False,,163619,801
54,700,55,16.53838801383972,False,,167263,801
55,700,56,16.9216525554657,False,,167734,801
56,700,57,16.76754331588745,False,,167023,801
57,700,58,16.49989628791809,False,,163341,801
58,700,59,16.8891544342041,False,,162672,801
59,700,60,16.754502058029175,False,,164442,801
60,700,61,16.56375789642334,False,,164516,801
0,800,1,0.005137920379638672,True,1,13,3
1,800,2,0.008087158203125,True,2,42,4
2,800,3,0.004951000213623047,True,1,13,3
3,800,4,0.00820302963256836,True,2,42,4
4,800,5,0.018735885620117188,True,3,215,5
5,800,6,0.02770233154296875,True,4,333,6
6,800,7,0.004972219467163086,True,1,13,3
7,800,8,0.027740478515625,True,4,341,6
8,800,9,0.047406911849975586,True,5,641,7
9,800,10,0.002396106719970703,True,0,3,2
10,800,11,0.07413315773010254,True,7,985,9
11,800,12,0.023714065551757812,True,4,271,6
